r1_low,r1_high,r2_low,r2_high,observed_count,expected_probability,expected_count,standardized_residual
0.48,0.5,0.76,0.78,82,0.0007727869853233014,77.27869853233014,0.5370711606117816
0.48,0.5,0.78,0.8,68,0.0007742180001352065,77.42180001352065,-1.0707849280368438
0.48,0.5,0.8,0.8200000000000001,79,0.0007768739070694122,77.68739070694122,0.1489224619175535
0.48,0.5,0.8200000000000001,0.84,71,0.0007808838223666845,78.08838223666845,-0.8021469116681833
0.48,0.5,0.84,0.86,85,0.0007864410161635614,78.64410161635614,0.7167106655675632
0.48,0.5,0.86,0.88,91,0.0007938106615160519,79.3810661516052,1.304090752633142
0.48,0.5,0.88,0.9,73,0.0008033407114562458,80.33407114562459,-0.8182673646064605
0.48,0.5,0.9,0.92,75,0.0008154765835709308,81.54765835709308,-0.7250705458547059
0.48,0.5,0.92,0.9400000000000001,89,0.0008307806047317951,83.0780604731795,0.649711858683889
0.48,0.5,0.9400000000000001,0.96,99,0.0008499575341777376,84.99575341777376,1.5190117564726464
0.48,0.5,0.96,0.98,89,0.0008738879832963734,87.38879832963734,0.17235425904157858
0.48,0.5,0.98,1.0,77,0.0009036722469913305,90.36722469913305,-1.4061633556717141
0.5,0.52,0.0,0.02,0,0.0,0.0,nan
0.5,0.52,0.02,0.04,0,0.0,0.0,nan
0.5,0.52,0.04,0.06,0,0.0,0.0,nan
0.5,0.52,0.06,0.08,0,0.0,0.0,nan
0.5,0.52,0.08,0.1,0,0.0,0.0,nan
0.5,0.52,0.1,0.12,0,0.0,0.0,nan
0.5,0.52,0.12,0.14,0,0.0,0.0,nan
0.5,0.52,0.14,0.16,0,0.0,0.0,nan
0.5,0.52,0.16,0.18,0,0.0,0.0,nan
0.5,0.52,0.18,0.2,0,0.0,0.0,nan
0.5,0.52,0.2,0.22,0,0.0,0.0,nan
0.5,0.52,0.22,0.24,0,0.0,0.0,nan
0.5,0.52,0.24,0.26,0,0.0,0.0,nan
0.5,0.52,0.26,0.28,0,0.0,0.0,nan
0.5,0.52,0.28,0.3,0,0.0,0.0,nan
0.5,0.52,0.3,0.32,0,0.0,0.0,nan
0.5,0.52,0.32,0.34,0,0.0,0.0,nan
0.5,0.52,0.34,0.36,0,0.0,0.0,nan
0.5,0.52,0.36,0.38,0,0.0,0.0,nan
0.5,0.52,0.38,0.4,0,0.0,0.0,nan
0.5,0.52,0.4,0.42,0,0.0,0.0,nan
0.5,0.52,0.42,0.44,0,0.0,0.0,nan
0.5,0.52,0.44,0.46,0,0.0,0.0,nan
0.5,0.52,0.46,0.48,0,0.0,0.0,nan
0.5,0.52,0.48,0.5,46,0.00042906532294997114,42.90653229499711,0.47226295293675663
0.5,0.52,0.5,0.52,95,0.0008883580514651272,88.83580514651273,0.6540069102632606
0.5,0.52,0.52,0.54,101,0.0008618517297513088,86.18517297513088,1.5958067814895678
0.5,0.52,0.54,0.56,94,0.0008406985865281005,84.06985865281004,1.083016994975811
0.5,0.52,0.56,0.58,79,0.0008238637880682964,82.38637880682964,-0.3730850359631538
0.5,0.52,0.58,0.6,85,0.0008105221068827713,81.05221068827713,0.4385019556186496
0.5,0.52,0.6,0.62,92,0.0008000152720887938,80.00152720887938,1.3414572351337202
0.5,0.52,0.62,0.64,84,0.0007918195875323995,79.18195875323995,0.5414487970939528
0.5,0.52,0.64,0.66,80,0.0007855212949688214,78.55212949688213,0.16336188612851757
0.5,0.52,0.66,0.68,73,0.0007807978672767832,78.07978672767833,-0.5748786365383112
0.5,0.52,0.68,0.7000000000000001,69,0.0007774039217217151,77.74039217217151,-0.991305591467479
0.5,0.52,0.7000000000000001,0.72,71,0.0007751608102421559,77.5160810242156,-0.740100285779349
0.5,0.52,0.72,0.74,66,0.0007739492163261736,77.39492163261735,-1.2952545014967844
0.5,0.52,0.74,0.76,68,0.000773704296532656,77.3704296532656,-1.065300179837762
0.5,0.52,0.76,0.78,81,0.0007744130706740388,77.44130706740388,0.4043935114046029
0.5,0.52,0.78,0.8,88,0.0007761139041740496,77.61139041740496,1.179219611406206
0.5,0.52,0.8,0.8200000000000001,85,0.0007788980518892562,77.88980518892562,0.8056403162088781
0.5,0.52,0.8200000000000001,0.84,80,0.0007829133557978286,78.29133557978285,0.19310784851574547
0.5,0.52,0.84,0.86,86,0.0007883703201525428,78.83703201525428,0.8067293863395923
0.5,0.52,0.86,0.88,77,0.0007955509386934868,79.55509386934868,-0.2864658547114464
0.5,0.52,0.88,0.9,87,0.0008048208335006954,80.48208335006953,0.7265394444582052
0.5,0.52,0.9,0.92,97,0.0008166455025546499,81.66455025546499,1.6969917453212506
0.5,0.52,0.92,0.9400000000000001,77,0.0008316117885413387,83.16117885413387,-0.6756215563054644
0.5,0.52,0.9400000000000001,0.96,89,0.0008504561112077966,85.04561112077967,0.42879866342454437
0.5,0.52,0.96,0.98,66,0.0008741016027401084,87.41016027401085,-2.2900183380710892
0.5,0.52,0.98,1.0,86,0.0009037071293808346,90.37071293808346,-0.459767670156307
0.52,0.54,0.0,0.02,0,0.0,0.0,nan
0.52,0.54,0.02,0.04,0,0.0,0.0,nan
0.52,0.54,0.04,0.06,0,0.0,0.0,nan
0.52,0.54,0.06,0.08,0,0.0,0.0,nan
0.52,0.54,0.08,0.1,0,0.0,0.0,nan
0.52,0.54,0.1,0.12,0,0.0,0.0,nan
0.52,0.54,0.12,0.14,0,0.0,0.0,nan
0.52,0.54,0.14,0.16,0,0.0,0.0,nan
0.52,0.54,0.16,0.18,0,0.0,0.0,nan
0.52,0.54,0.18,0.2,0,0.0,0.0,nan
0.52,0.54,0.2,0.22,0,0.0,0.0,nan
0.52,0.54,0.22,0.24,0,0.0,0.0,nan
0.52,0.54,0.24,0.26,0,0.0,0.0,nan
0.52,0.54,0.26,0.28,0,0.0,0.0,nan
0.52,0.54,0.28,0.3,0,0.0,0.0,nan
0.52,0.54,0.3,0.32,0,0.0,0.0,nan
0.52,0.54,0.32,0.34,0,0.0,0.0,nan
0.52,0.54,0.34,0.36,0,0.0,0.0,nan
0.52,0.54,0.36,0.38,0,0.0,0.0,nan
0.52,0.54,0.38,0.4,0,0.0,0.0,nan
0.52,0.54,0.4,0.42,0,0.0,0.0,nan
0.52,0.54,0.42,0.44,0,0.0,0.0,nan
0.52,0.54,0.44,0.46,0,0.0,0.0,nan
0.52,0.54,0.46,0.48,48,0.0004354239007627438,43.54239007627438,0.6755320048530926
0.52,0.54,0.48,0.5,68,0.0008882598500859775,88.82598500859775,-2.2097112937535077
0.52,0.54,0.5,0.52,99,0.0008618517297513088,86.18517297513088,1.3803730435443666
0.52,0.54,0.52,0.54,79,0.0008409164842955337,84.09164842955337,-0.5552415727172704
0.52,0.54,0.54,0.56,84,0.0008243601798683253,82.43601798683252,0.1722555610367904
0.52,0.54,0.56,0.58,69,0.0008113148730718334,81.13148730718333,-1.346850306297132
0.52,0.54,0.58,0.6,85,0.0008010906841796877,80.10906841796877,0.5464503984102939
0.52,0.54,0.6,0.62,81,0.0007931396585848317,79.31396585848317,0.1893178360177807
0.52,0.54,0.62,0.64,76,0.0007870284070290147,78.70284070290147,-0.30466688092548944
0.52,0.54,0.64,0.66,92,0.0007824173779209799,78.241737792098,1.5554080351524957
0.52,0.54,0.66,0.68,66,0.0007790452217513646,77.90452217513646,-1.3487474427010255
0.52,0.54,0.68,0.7000000000000001,77,0.0007767171415373329,77.67171415373329,-0.07621721132663348
0.52,0.54,0.7000000000000001,0.72,81,0.0007752964398268208,77.52964398268207,0.3941305829583017
0.52,0.54,0.72,0.74,75,0.0007746987097292202,77.46987097292201,-0.2806130407221506
0.52,0.54,0.74,0.76,88,0.0007748883009638899,77.488830096389,1.1940747204826516
0.52,0.54,0.76,0.78,81,0.0007758768409820628,77.58768409820628,0.38739395142124255
0.52,0.54,0.78,0.8,98,0.0007777237202503308,77.77237202503308,2.2936771339085213
0.52,0.54,0.8,0.8200000000000001,75,0.00078053857166041,78.053857166041,-0.3456619183454733
0.52,0.54,0.8200000000000001,0.84,86,0.0007844858976044446,78.44858976044446,0.8525806937731091
0.52,0.54,0.84,0.86,76,0.0007897921357207253,78.97921357207254,-0.3352318203106071
0.52,0.54,0.86,0.88,68,0.0007967556186206231,79.67556186206231,-1.3080225219798245
0.52,0.54,0.88,0.9,69,0.0008057600904750474,80.57600904750474,-1.2896028407074314
0.52,0.54,0.9,0.92,76,0.0008172927163825738,81.72927163825737,-0.6337392410059434
0.52,0.54,0.92,0.9400000000000001,72,0.0008319678903424241,83.19678903424241,-1.2275528895320202
0.52,0.54,0.9400000000000001,0.96,87,0.000850558660080332,85.0558660080332,0.210801675447393
0.52,0.54,0.96,0.98,79,0.0008740383098775775,87.40383098775776,-0.8989014382398444
0.52,0.54,0.98,1.0,97,0.000903635678960357,90.3635678960357,0.6981326838902445
0.54,0.56,0.0,0.02,0,0.0,0.0,nan
0.54,0.56,0.02,0.04,0,0.0,0.0,nan
0.54,0.56,0.04,0.06,0,0.0,0.0,nan
0.54,0.56,0.06,0.08,0,0.0,0.0,nan
0.54,0.56,0.08,0.1,0,0.0,0.0,nan
0.54,0.56,0.1,0.12,0,0.0,0.0,nan
0.54,0.56,0.12,0.14,0,0.0,0.0,nan
0.54,0.56,0.14,0.16,0,0.0,0.0,nan
0.54,0.56,0.16,0.18,0,0.0,0.0,nan
0.54,0.56,0.18,0.2,0,0.0,0.0,nan
0.54,0.56,0.2,0.22,0,0.0,0.0,nan
0.54,0.56,0.22,0.24,0,0.0,0.0,nan
0.54,0.56,0.24,0.26,0,0.0,0.0,nan
0.54,0.56,0.26,0.28,0,0.0,0.0,nan
0.54,0.56,0.28,0.3,0,0.0,0.0,nan
0.54,0.56,0.3,0.32,0,0.0,0.0,nan
0.54,0.56,0.32,0.34,0,0.0,0.0,nan
0.54,0.56,0.34,0.36,0,0.0,0.0,nan
0.54,0.56,0.36,0.38,0,0.0,0.0,nan
0.54,0.56,0.38,0.4,0,0.0,0.0,nan
0.54,0.56,0.4,0.42,0,0.0,0.0,nan
0.54,0.56,0.42,0.44,0,0.0,0.0,nan
0.54,0.56,0.44,0.46,48,0.00044174563145466954,44.174563145466955,0.5755657013477472
0.54,0.56,0.46,0.48,80,0.0008879636159460169,88.79636159460169,-0.9334810116521183
0.54,0.56,0.48,0.5,103,0.0008615117327356346,86.15117327356346,1.8152609526992847
0.54,0.56,0.5,0.52,86,0.0008406985865281006,84.06985865281005,0.21050816988660032
0.54,0.56,0.52,0.54,80,0.0008243601798683252,82.43601798683252,-0.2683008125954806
0.54,0.56,0.54,0.56,81,0.0008115786159315036,81.15786159315036,-0.017523109858863073
0.54,0.56,0.56,0.58,68,0.0008016277656309107,80.16277656309107,-1.358458429340203
0.54,0.56,0.58,0.6,71,0.0007939326317431193,79.39326317431193,-0.9419742144493172
0.54,0.56,0.6,0.62,88,0.0007880387808168818,78.80387808168818,1.035931228237705
0.54,0.56,0.62,0.64,92,0.0007835892801002172,78.35892801002173,1.5410057453196044
0.54,0.56,0.64,0.66,63,0.000780307315543684,78.0307315543684,-1.701560045082663
0.54,0.56,0.66,0.68,76,0.0007779831872393489,77.7983187239349,-0.2038832558479843
0.54,0.56,0.68,0.7000000000000001,79,0.0007764647518723571,77.64647518723571,0.15360499868398667
0.54,0.56,0.7000000000000001,0.72,60,0.0007756506555592978,77.56506555592978,-1.9944203326711978
0.54,0.56,0.72,0.74,96,0.0007754859073498494,77.54859073498494,2.0952825058388522
0.54,0.56,0.74,0.76,79,0.0007759595065434595,77.59595065434596,0.15939065024004767
0.54,0.56,0.76,0.78,74,0.0007771039726155731,77.7103972615573,-0.42090186123383677
0.54,0.56,0.78,0.8,89,0.0007789967481277115,77.89967481277115,1.2576734109188248
0.54,0.56,0.8,0.8200000000000001,79,0.0007817635638549179,78.17635638549179,0.09315402470045753
0.54,0.56,0.8200000000000001,0.84,71,0.0007855839824966363,78.55839824966363,-0.8527730383839031
0.54,0.56,0.84,0.86,69,0.0007906994848073444,79.06994848073444,-1.132456478827169
0.54,0.56,0.86,0.88,84,0.0007974246445307865,79.74246445307865,0.47677497924453205
0.54,0.56,0.88,0.9,98,0.0008061621756397148,80.61621756397149,1.936123557458657
0.54,0.56,0.9,0.92,91,0.0008174229542681323,81.74229542681323,1.0239527180460095
0.54,0.56,0.92,0.9400000000000001,91,0.0008318525577016236,83.18525577016236,0.856823936042837
0.54,0.56,0.9400000000000001,0.96,76,0.0008502664822033483,85.02664822033483,-0.9789240270385217
0.54,0.56,0.96,0.98,74,0.0008736970886287024,87.36970886287024,-1.4303473179094386
0.54,0.56,0.98,1.0,87,0.0009034566159161194,90.34566159161194,-0.3519884065783956
0.56,0.58,0.0,0.02,0,0.0,0.0,nan
0.56,0.58,0.02,0.04,0,0.0,0.0,nan
0.56,0.58,0.04,0.06,0,0.0,0.0,nan
0.56,0.58,0.06,0.08,0,0.0,0.0,nan
0.56,0.58,0.08,0.1,0,0.0,0.0,nan
0.56,0.58,0.1,0.12,0,0.0,0.0,nan
0.56,0.58,0.12,0.14,0,0.0,0.0,nan
0.56,0.58,0.14,0.16,0,0.0,0.0,nan
0.56,0.58,0.16,0.18,0,0.0,0.0,nan
0.56,0.58,0.18,0.2,0,0.0,0.0,nan
0.56,0.58,0.2,0.22,0,0.0,0.0,nan
0.56,0.58,0.22,0.24,0,0.0,0.0,nan
0.56,0.58,0.24,0.26,0,0.0,0.0,nan
0.56,0.58,0.26,0.28,0,0.0,0.0,nan
0.56,0.58,0.28,0.3,0,0.0,0.0,nan
0.56,0.58,0.3,0.32,0,0.0,0.0,nan
0.56,0.58,0.32,0.34,0,0.0,0.0,nan
0.56,0.58,0.34,0.36,0,0.0,0.0,nan
0.56,0.58,0.36,0.38,0,0.0,0.0,nan
0.56,0.58,0.38,0.4,0,0.0,0.0,nan
0.56,0.58,0.4,0.42,0,0.0,0.0,nan
0.56,0.58,0.42,0.44,48,0.00043523963485046384,43.52396348504638,0.6784680518856396
0.56,0.58,0.44,0.46,89,0.0008874643916909885,88.74643916909885,0.02691576314749175
0.56,0.58,0.46,0.48,80,0.0008608268625501189,86.0826862550119,-0.6555978349277105
0.56,0.58,0.48,0.5,70,0.000840042337187205,84.0042337187205,-1.5279486633345651
0.56,0.58,0.5,0.52,86,0.0008238637880682964,82.38637880682964,0.3981208452203151
0.56,0.58,0.52,0.54,70,0.0008113148730718334,81.13148730718333,-1.2358292688766312
0.56,0.58,0.54,0.56,93,0.0008016277656309107,80.16277656309107,1.433787285060559
0.56,0.58,0.56,0.58,76,0.0007941970933890564,79.41970933890565,-0.3837293762826269
0.56,0.58,0.58,0.6,95,0.0007885455581146162,78.85455581146162,1.8181788555583234
0.56,0.58,0.6,0.62,88,0.0007842981465162267,78.42981465162266,1.0806368042436942
0.56,0.58,0.62,0.64,74,0.0007811627535989267,78.11627535989267,-0.4657294012169131
0.56,0.58,0.64,0.66,85,0.0007789156725678661,77.89156725678662,0.8054315498136939
0.56,0.58,0.66,0.68,73,0.0007773908514952084,77.73908514952085,-0.5374954586769347
0.56,0.58,0.68,0.7000000000000001,74,0.0007764721382854229,77.64721382854229,-0.4139027266945268
0.56,0.58,0.7000000000000001,0.72,64,0.0007760879729052757,77.60879729052758,-1.5447715715067312
0.56,0.58,0.72,0.74,77,0.0007762081675400234,77.62081675400235,-0.07046514089109994
0.56,0.58,0.74,0.76,75,0.0007768425613358937,77.68425613358937,-0.304549189751465
0.56,0.58,0.76,0.78,57,0.0007780414617469542,77.80414617469542,-2.358568673852867
0.56,0.58,0.78,0.8,77,0.0007798979014844922,77.98979014844922,-0.11207900093148353
0.56,0.58,0.8,0.8200000000000001,83,0.0007825518598186249,78.25518598186248,0.5363677164809635
0.56,0.58,0.8200000000000001,0.84,72,0.0007861967310239482,78.61967310239481,-0.7465706740594247
0.56,0.58,0.84,0.86,77,0.0007910884845300192,79.10884845300193,-0.23710070210689
0.56,0.58,0.86,0.88,84,0.0007975581680813104,79.75581680813104,0.4752399456330322
0.56,0.58,0.88,0.9,79,0.0008060286805904283,80.60286805904283,-0.17853465429466206
0.56,0.58,0.9,0.92,78,0.0008170371192961682,81.70371192961682,-0.40974749442393305
0.56,0.58,0.92,0.9400000000000001,82,0.0008312645364077393,83.12645364077393,-0.12355026935727684
0.56,0.58,0.9400000000000001,0.96,96,0.0008495756993232417,84.95756993232416,1.198018754193636
0.56,0.58,0.96,0.98,80,0.0008730725523747425,87.30725523747425,-0.7820402568344774
0.56,0.58,0.98,1.0,87,0.0009031667098620214,90.31667098620214,-0.34899437802817884
0.58,0.6,0.0,0.02,0,0.0,0.0,nan
0.58,0.6,0.02,0.04,0,0.0,0.0,nan
0.58,0.6,0.04,0.06,0,0.0,0.0,nan
0.58,0.6,0.06,0.08,0,0.0,0.0,nan
0.58,0.6,0.08,0.1,0,0.0,0.0,nan
0.58,0.6,0.1,0.12,0,0.0,0.0,nan
0.58,0.6,0.12,0.14,0,0.0,0.0,nan
0.58,0.6,0.14,0.16,0,0.0,0.0,nan
0.58,0.6,0.16,0.18,0,0.0,0.0,nan
0.58,0.6,0.18,0.2,0,0.0,0.0,nan
0.58,0.6,0.2,0.22,0,0.0,0.0,nan
0.58,0.6,0.22,0.24,0,0.0,0.0,nan
0.58,0.6,0.24,0.26,0,0.0,0.0,nan
0.58,0.6,0.26,0.28,0,0.0,0.0,nan
0.58,0.6,0.28,0.3,0,0.0,0.0,nan
0.58,0.6,0.3,0.32,0,0.0,0.0,nan
0.58,0.6,0.32,0.34,0,0.0,0.0,nan
0.58,0.6,0.34,0.36,0,0.0,0.0,nan
0.58,0.6,0.36,0.38,0,0.0,0.0,nan
0.58,0.6,0.38,0.4,0,0.0,0.0,nan
0.58,0.6,0.4,0.42,52,0.0004222985730408869,42.22985730408869,1.5034573058044043
0.58,0.6,0.42,0.44,83,0.0008867536854061368,88.67536854061368,-0.6026880319810135
0.58,0.6,0.44,0.46,91,0.0008597872013076862,85.97872013076862,0.5415255351060456
0.58,0.6,0.46,0.48,74,0.0008389400090297993,83.89400090297993,-1.0802057692642533
0.58,0.6,0.48,0.5,94,0.000822866578176752,82.2866578176752,1.2912671983345292
0.58,0.6,0.5,0.52,97,0.0008105221068827713,81.05221068827713,1.771405778980837
0.58,0.6,0.52,0.54,92,0.0008010906841796877,80.10906841796877,1.328541238307803
0.58,0.6,0.54,0.56,83,0.0007939326317431194,79.39326317431194,0.4047833384399334
0.58,0.6,0.56,0.58,84,0.0007885455581146162,78.85455581146162,0.5794413406536856
0.58,0.6,0.58,0.6,72,0.0007845353586418346,78.45353586418346,-0.7286038587812186
0.58,0.6,0.6,0.62,70,0.000781594535610215,78.1594535610215,-0.9229333040672222
0.58,0.6,0.62,0.64,78,0.0007794859919156621,77.94859919156622,0.005821914084958491
0.58,0.6,0.64,0.66,86,0.0007780309923609345,77.80309923609344,0.9292899250109913
0.58,0.6,0.66,0.68,84,0.0007771003692279073,77.71003692279074,0.7135255655226197
0.58,0.6,0.68,0.7000000000000001,73,0.0007766083257070317,77.66083257070316,-0.5288864993915903
0.58,0.6,0.7000000000000001,0.72,81,0.0007765083973486456,77.65083973486456,0.38006935313818885
0.58,0.6,0.72,0.74,79,0.0007767912923837084,77.67912923837083,0.1498677380558977
0.58,0.6,0.74,0.76,75,0.0007774844642406912,77.74844642406912,-0.3117033111943648
0.58,0.6,0.76,0.78,57,0.000778653387563759,77.8653387563759,-2.364576403404692
0.58,0.6,0.78,0.8,82,0.0007804046242165119,78.04046242165118,0.448213106603159
0.58,0.6,0.8,0.8200000000000001,76,0.0007828908894563676,78.28908894563676,-0.25870930454483243
0.58,0.6,0.8200000000000001,0.84,80,0.0007863184731789784,78.63184731789784,0.15428912879736645
0.58,0.6,0.84,0.86,86,0.0007909575522901536,79.09575522901537,0.7763178840109972
0.58,0.6,0.86,0.88,88,0.0007971561685539615,79.71561685539615,0.9278728576530796
0.58,0.6,0.88,0.9,71,0.0008053589709857854,80.53589709857854,-1.062592645275147
0.58,0.6,0.9,0.92,79,0.000816132276020087,81.6132276020087,-0.28926571349043106
0.58,0.6,0.92,0.9400000000000001,92,0.0008301976470966719,83.01976470966719,0.9855915391822487
0.58,0.6,0.9400000000000001,0.96,86,0.0008484771377117725,84.84771377117725,0.1250951001743644
0.58,0.6,0.96,0.98,81,0.0008721547348033772,87.21547348033772,-0.6655450325933089
0.58,0.6,0.98,1.0,94,0.00090276063260231,90.276063260231,0.3919367514873333
0.6,0.62,0.0,0.02,0,0.0,0.0,nan
0.6,0.62,0.02,0.04,0,0.0,0.0,nan
0.6,0.62,0.04,0.06,0,0.0,0.0,nan
0.6,0.62,0.06,0.08,0,0.0,0.0,nan
0.6,0.62,0.08,0.1,0,0.0,0.0,nan
0.6,0.62,0.1,0.12,0,0.0,0.0,nan
0.6,0.62,0.12,0.14,0,0.0,0.0,nan
0.6,0.62,0.14,0.16,0,0.0,0.0,nan
0.6,0.62,0.16,0.18,0,0.0,0.0,nan
0.6,0.62,0.18,0.2,0,0.0,0.0,nan
0.6,0.62,0.2,0.22,0,0.0,0.0,nan
0.6,0.62,0.22,0.24,0,0.0,0.0,nan
0.6,0.62,0.24,0.26,0,0.0,0.0,nan
0.6,0.62,0.26,0.28,0,0.0,0.0,nan
0.6,0.62,0.28,0.3,0,0.0,0.0,nan
0.6,0.62,0.3,0.32,0,0.0,0.0,nan
0.6,0.62,0.32,0.34,0,0.0,0.0,nan
0.6,0.62,0.34,0.36,0,0.0,0.0,nan
0.6,0.62,0.36,0.38,0,0.0,0.0,nan
0.6,0.62,0.38,0.4,40,0.0004284985485774645,42.84985485774645,-0.43535953891654394
0.6,0.62,0.4,0.42,81,0.0008858191074068509,88.58191074068509,-0.8055753067621745
0.6,0.62,0.42,0.44,85,0.0008583774487811953,85.83774487811952,-0.09042169245241682
0.6,0.62,0.44,0.46,83,0.0008373785256246891,83.73785256246892,-0.08063223170922959
0.6,0.62,0.46,0.48,84,0.000821359672762958,82.1359672762958,0.20567752814751372
0.6,0.62,0.48,0.5,80,0.0008091957504446831,80.91957504446832,-0.10222576756196168
0.6,0.62,0.5,0.52,77,0.0008000152720887938,80.00152720887938,-0.3355777406756041
0.6,0.62,0.52,0.54,74,0.0007931396585848317,79.31396585848317,-0.5966833602167371
0.6,0.62,0.54,0.56,67,0.0007880387808168818,78.80387808168818,-1.3296915838819288
0.6,0.62,0.56,0.58,69,0.0007842981465162267,78.42981465162266,-1.0647865635609315
0.6,0.62,0.58,0.6,70,0.0007815945356102151,78.15945356102151,-0.9229333040672238
0.6,0.62,0.6,0.62,90,0.000779677860389194,77.9677860389194,1.362661372097335
0.6,0.62,0.62,0.64,80,0.0007783576907546874,77.83576907546875,0.24530928570255442
0.6,0.62,0.64,0.66,76,0.0007774933465472958,77.74933465472958,-0.19839218432729622
0.6,0.62,0.66,0.68,74,0.0007769867868129567,77.69867868129568,-0.4196041621365213
0.6,0.62,0.68,0.7000000000000001,79,0.0007767777648453473,77.67777648453473,0.1500225295892506
0.6,0.62,0.7000000000000001,0.72,76,0.0007768408983536315,77.68408983536315,-0.19107295215972317
0.6,0.62,0.72,0.74,77,0.0007771844474685728,77.71844474685729,-0.08149506735880567
0.6,0.62,0.74,0.76,79,0.0007778507153082267,77.78507153082266,0.1377534806883595
0.6,0.62,0.76,0.78,73,0.000778918099193099,77.8918099193099,-0.5542729388746815
0.6,0.62,0.78,0.8,86,0.0007805049368259912,78.05049368259913,0.899813141492775
0.6,0.62,0.8,0.8200000000000001,70,0.0007827754227344611,78.27754227344612,-0.9355840659470456
0.6,0.62,0.8200000000000001,0.84,80,0.0007859480300208659,78.59480300208658,0.15850402623934126
0.6,0.62,0.84,0.86,67,0.0007903070791948113,79.03070791948113,-1.3532973988772639
0.6,0.62,0.86,0.88,79,0.0007962183749435013,79.62183749435013,-0.06968845026824778
0.6,0.62,0.88,0.9,86,0.0008041502200576811,80.41502200576811,0.622806123138254
0.6,0.62,0.9,0.92,75,0.0008147016688012912,81.47016688012911,-0.7168300109440885
0.6,0.62,0.92,0.9400000000000001,77,0.0008286406849362382,82.86406849362382,-0.6441928615498095
0.6,0.62,0.9400000000000001,0.96,76,0.000846956055852305,84.69560558523051,-0.9448641993610589
0.6,0.62,0.96,0.98,102,0.0008709286970899804,87.09286970899804,1.5973597865804232
0.6,0.62,0.98,1.0,102,0.0009022307086198382,90.22307086198383,1.2398617425002973
0.62,0.64,0.0,0.02,0,0.0,0.0,nan
0.62,0.64,0.02,0.04,0,0.0,0.0,nan
0.62,0.64,0.04,0.06,0,0.0,0.0,nan
0.62,0.64,0.06,0.08,0,0.0,0.0,nan
0.62,0.64,0.08,0.1,0,0.0,0.0,nan
0.62,0.64,0.1,0.12,0,0.0,0.0,nan
0.62,0.64,0.12,0.14,0,0.0,0.0,nan
0.62,0.64,0.14,0.16,0,0.0,0.0,nan
0.62,0.64,0.16,0.18,0,0.0,0.0,nan
0.62,0.64,0.18,0.2,0,0.0,0.0,nan
0.62,0.64,0.2,0.22,0,0.0,0.0,nan
0.62,0.64,0.22,0.24,0,0.0,0.0,nan
0.62,0.64,0.24,0.26,0,0.0,0.0,nan
0.62,0.64,0.26,0.28,0,0.0,0.0,nan
0.62,0.64,0.28,0.3,0,0.0,0.0,nan
0.62,0.64,0.3,0.32,0,0.0,0.0,nan
0.62,0.64,0.32,0.34,0,0.0,0.0,nan
0.62,0.64,0.34,0.36,0,0.0,0.0,nan
0.62,0.64,0.36,0.38,50,0.0004282565375938509,42.82565375938509,1.096302315981184
0.62,0.64,0.38,0.4,91,0.000884643821909316,88.4643821909316,0.26958738679369654
0.62,0.64,0.4,0.42,79,0.0008565763872095653,85.65763872095653,-0.7193449104263343
0.62,0.64,0.42,0.44,78,0.0008353391631933075,83.53391631933076,-0.6054819016471361
0.62,0.64,0.44,0.46,75,0.0008193297043847801,81.93297043847801,-0.7659316189031373
0.62,0.64,0.46,0.48,81,0.0008073283569447171,80.73283569447172,0.02973399953104686
0.62,0.64,0.48,0.5,81,0.0007983992577211299,79.83992577211299,0.12983019709395394
0.62,0.64,0.5,0.52,102,0.0007918195875323996,79.18195875323995,2.5642787913878013
0.62,0.64,0.52,0.54,88,0.0007870284070290147,78.70284070290147,1.0479850038789669
0.62,0.64,0.54,0.56,57,0.0007835892801002171,78.35892801002171,-2.4128771405570246
0.62,0.64,0.56,0.58,81,0.0007811627535989267,78.11627535989267,0.32627441861582973
0.62,0.64,0.58,0.6,75,0.0007794859919156621,77.94859919156622,-0.33397317449571307
0.62,0.64,0.6,0.62,52,0.0007783576907546874,77.83576907546875,-2.9284093419245756
0.62,0.64,0.62,0.64,72,0.0007776269590363413,77.76269590363414,-0.6534916583924388
0.62,0.64,0.64,0.66,79,0.000777185251413282,77.7185251413282,0.14536097085830718
0.62,0.64,0.66,0.68,83,0.0007769607147098246,77.69607147098246,0.6017251074726772
0.62,0.64,0.68,0.7000000000000001,77,0.0007769145181858809,77.69145181858809,-0.07844681301604663
0.62,0.64,0.7000000000000001,0.72,73,0.0007770388961398304,77.70388961398304,-0.5336244770789619
0.62,0.64,0.72,0.74,75,0.0007773567607093498,77.73567607093497,-0.3102804993155316
0.62,0.64,0.74,0.76,83,0.0007779228570977077,77.79228570977077,0.590444230809661
0.62,0.64,0.76,0.78,86,0.0007788265449363065,77.88265449363065,0.9198005374908573
0.62,0.64,0.78,0.8,76,0.00078019640976592,78.019640976592,-0.2286505233672671
0.62,0.64,0.8,0.8200000000000001,75,0.0007822070506381586,78.22070506381587,-0.36415819938548727
0.62,0.64,0.8200000000000001,0.84,77,0.0007850885698046145,78.50885698046145,-0.17028984460100904
0.62,0.64,0.84,0.86,77,0.0007891395304190007,78.91395304190007,-0.2154539094210706
0.62,0.64,0.86,0.88,84,0.0007947444798420079,79.4744479842008,0.5076422974298281
